도서관 목록,,,,,,,,,
번호,구분,지역,시군구,도서관명,도서관부호,도서관코드
750,공공(일반),충남,서산시,1993,,,충청남도서산교육지원청해미도서관,144020,2050144008
751,공공(일반),충남,서산시,1995,,,서산시립도서관,144025,2060144011
752,공공(일반),충남,서산시,2004,,,충청남도교육청서부평생교육원,144009,2050144015
753,공공(일반),충남,태안군,2013,,,태안군립중앙도서관,144157,2060144032
754,공공(일반),충남,홍성군,1974,,,충청남도홍성교육지원청홍성도서관,144019,2050144020
755,공공(일반),충남,홍성군,2018,,,충남도서관,144173,2060144040
756,공공(일반),충남,홍성군,1997,,,광천공공도서관,144033,2060144024
757,공공(일반),충남,부여군,2014,,,홍산공공도서관,144170,2060144035
758,공공(일반),충남,예산군,1997,,,삽교공공도서관,144029,2060144020
759,공공(일반),충남,예산군,2013,,,예산군립도서관,144136,2060144031
760,공공(일반),충남,예산군,1975,,,충청남도예산교육지원청예산도서관,144012,2050144012
761,공공(일반),충남,공주시,1991,,,충청남도공주교육지원청유구도서관,144002,2050144002
762,공공(일반),충남,공주시,1985,,,충청남도공주교육지원청공주도서관,144001,2050144001
763,공공(일반),충남,서천군,1987,,,충청남도서천교육지원청서천도서관,144010,2050144009
764,공공(일반),충남,공주시,2006,,,공주기적의도서관,144043,2060144002
765,공공(일반),충남,금산군,2007,,,금산인삼고을도서관,144046,2060144004
766,공공(일반),충남,금산군,1989,,,충청남도금산교육지원청금산도서관,144003,2050144003
767,공공(일반),충남,계룡시,2009,,,엄사도서관,144066,2060144026
768,공공(일반),충남,계룡시,2006,,,계룡도서관,144042,2060144001
769,공공(일반),충남,논산시,1994,,,논산강경도서관,144022,2060144005
770,공공(일반),충남,논산시,1972,,,충청남도교육청남부평생교육원,144004,2050144016
771,공공(일반),충남,논산시,2019,,,논산열린도서관,144178,2060144043
772,공공(일반),충남,논산시,1998,,,논산연무도서관,144031,2060144006
773,공공(일반),충남,천안시 동남구,2007,,,천안시중앙도서관 아우내분관,144047,2060144023
774,공공(일반),충남,천안시 동남구,2013,,,신방도서관,144142,2060144030
775,공공(일반),충남,천안시 동남구,1990,,,천안시중앙도서관,144016,2060144021
776,공공(일반),충남,부여군,1971,,,충청남도부여교육지원청부여도서관,144008,2050144007
777,공공(일반),충남,천안시 서북구,1993,,,충청남도천안교육지원청성환도서관,144021,2050144013
778,공공(일반),충남,청양군,2014,,,정산도서관,144119,2060144036
779,공공(일반),충남,보령시,2015,,,죽정도서관,144169,2060144037
780,공공(일반),충남,보령시,1973,,,충청남도보령교육지원청보령도서관,144006,2050144005
781,공공(일반),충남,보령시,1999,,,보령주산도서관,144035,2060144010
782,공공(일반),충남,보령시,1993,,,충청남도보령교육지원청웅천도서관,144007,2050144006
783,공공(일반),충남,아산시,1990,,,충청남도아산교육지원청아산도서관,144013,2050144010
784,공공(일반),충남,서천군,1997,,,장항공공도서관,144026,2060144013
785,공공(일반),충남,당진시,2000,,,당진시립송악도서관,144034,2060144007
786,공공(일반),충남,당진시,1995,,,당진시립합덕도서관,144023,2060144008
787,공공(일반),충남,당진시,2009,,,당진시립중앙도서관,144062,2060144025
788,공공(일반),충남,청양군,1974,,,충청남도청양교육지원청청양도서관,144017,2050144014
789,공공(일반),충남,보령시,1996,,,보령시중앙도서관,144028,2060144009
790,공공(일반),충남,태안군,1992,,,충청남도태안교육지원청태안도서관,144018,2050144019
791,공공(일반),충남,태안군,1999,,,태안안면도서관,144030,2060144019
792,공공(일반),전북,군산시,1974,,,군산교육문화회관 대야분관,145009,2050145014
793,공공(일반),전북,군산시,2020,,,군산시산들도서관,145151,2060145039
794,공공(일반),전북,김제시,1992,,,김제교육문화회관 금산분관,145022,2050145007
795,공공(일반),전북,익산시,1990,,,마한교육문화회관함열분관,145013,2050145002
796,공공(일반),전북,익산시,2016,,,익산시립황등도서관,145144,2060145037
797,공공(일반),전북,익산시,2011,,,익산시립모현도서관,145095,2060145027
798,공공(일반),전북,전주시,2015,,,전주시립건지도서관,145142,2060145035
799,공공(일반),전북,전주시,1980,,,전주시립금암도서관,145018,2060145002
800,공공(일반),전북,전주시,1999,,,전라북도교육문화회관,145016,2050145016
801,공공(일반),전북,전주시,2016,,,전주시립효자도서관,145145,2060145036
802,공공(일반),전북,전주시,2001,,,전주시립삼천도서관,145035,2060145004
803,공공(일반),전북,전주시,2011,,,전주시립평화도서관,145097,2060145028
804,공공(일반),전북,완주군,2006,,,완주군립고산도서관,145038,2060145014
805,공공(일반),전북,완주군,2019,,,완주군립콩쥐팥쥐도서관,145148,2060145038
806,공공(일반),전북,무주군,2001,,,무주형설지공군립도서관,145037,2060145020
807,공공(일반),전북,장수군,1972,,,전라북도교육청장수도서관,145015,2050145011
808,공공(일반),전북,남원시,2008,,,남원시립도서관,145050,2060145022
809,공공(일반),전북,임실군,2002,,,임실군립도서관,145152,2060145018
810,공공(일반),전북,전주시 완산구,1989,,,전주시립도서관,145150,2060145001
811,공공(일반),전북,전주시 완산구,2009,,,전북도청도서관,145075,2060145025
812,공공(일반),전북,순창군,1987,,,전라북도교육청순창도서관,145008,2050145005
813,공공(일반),전북,전주시 완산구,2008,,,전주시립서신도서관,145051,2060145024
814,공공(일반),전북,정읍시,1980,,,명봉도서관,145005,2030145001
815,공공(일반),전북,전주시 덕진구,2014,,,쪽구름도서관,145139,2060145033
816,공공(일반),전북,정읍시,1998,,,정읍학생복지회관,145019,2050145015
817,공공(일반),전북,전주시 덕진구,2005,,,전주시립송천도서관,145039,2060145005
818,공공(일반),전북,전주시 덕진구,1996,,,전주시립인후도서관,145030,2060145003
819,공공(일반),전북,전주시 덕진구,2013,,,전주시립아중도서관,145131,2060145031
820,공공(일반),전북,부안군,1971,,,부안교육문화회관,145007,2050145010
821,공공(일반),전북,부안군,2000,,,부안군립도서관,145031,2060145019
822,공공(일반),전북,고창군,1987,,,전라북도교육청고창도서관,145001,2050145006
823,공공(일반),전북,고창군,2008,,,고창군립도서관,145052,2060145023
824,공공(일반),전북,완주군,1996,,,완주군립삼례도서관,145025,2060145013
825,공공(일반),전북,완주군,2012,,,완주군립중앙도서관,145118,2060145030
826,공공(일반),전북,완주군,2013,,,완주군립 둔산영어도서관,145134,2060145032
827,공공(일반),전북,완주군,1988,,,전라북도교육청완주도서관,145010,2050145009
828,공공(일반),전북,임실군,1973,,,전라북도교육청임실도서관,145014,2050145008
829,공공(일반),전북,진안군,1990,,,전라북도교육청진안도서관,145021,2050145004
830,공공(일반),전북,무주군,1988,,,전라북도교육청무주도서관,145006,2050145012
831,공공(일반),전북,익산시,1994,,,익산시립마동도서관,145024,2060145008
832,공공(일반),전북,익산시,2000,,,마한교육문화회관,145034,2050145001
833,공공(일반),전북,익산시,2012,,,익산시립부송도서관,145116,2060145029
834,공공(일반),전북,익산시,2003,,2개있음,익산시립영등도서관,145042,2060145007
835,공공(일반),전북,군산시,1995,,,군산시립도서관,145002,2060145017
836,공공(일반),전북,군산시,2013,,,군산시립설림도서관,145122,2060144034
837,공공(일반),전북,군산시,1999,,,군산교육문화회관,145036,2050145017
838,공공(일반),전북,군산시,1997,,,임피채만식도서관,145029,2060145016
839,공공(일반),전북,김제시,1995,,,김제시립도서관,145026,2060145009
840,공공(일반),전북,김제시,2010,,,김제교육문화회관,145077,2050145018
841,공공(일반),전북,김제시,1998,,,김제시립도서관만경분관,145033,2060145010
842,공공(일반),전북,김제시,2005,,,김제시립도서관금구분관,145041,2060145011
843,공공(일반),전북,정읍시,1990,,,정읍시립중앙도서관,145020,2060145006
844,공공(일반),전북,정읍시,2008,2010,,정읍기적의도서관,145047,2060145021
845,공공(일반),전북,정읍시,1996,,,정읍시립도서관신태인분관,145032,2060145015
846,공공(일반),전북,고창군,2010,,,고창군립성호도서관,145078,2060145026
847,공공(일반),전북,남원시,1990,,,남원교육문화회관 운봉분관,145011,2050145013
848,공공(일반),전북,남원시,2002,,,남원교육문화회관,145004,2050145003
849,공공(일반),전북,순창군,2014,,,순창군립도서관,145140,2060145034
850,공공(일반),전북,장수군,1995,,,장수군립공공도서관,145027,2060145012
851,공공(일반),전남,장성군,2014,,,장성군립북이도서관,146170,2060146039
852,공공(일반),전남,장성군,2014,,,장성군립삼계도서관,146169,2060146040
853,공공(일반),전남,곡성군,2001,,,옥과공공도서관,146041,2060146012
854,공공(일반),전남,화순군,2013,,,화순열린도서관,146119,2060146037
855,공공(일반),전남,나주시,1991,,,남평공공도서관,146006,2050146003
856,공공(일반),전남,함평군,2008,,없음,함평군립도서관,346012,2060146030
857,공공(일반),전남,영암군,2003,,,삼호도서관(영암군홍보교육과),146047,2060146019
858,공공(일반),전남,무안군,2000,,,무안군공공도서관,146043,2060146020
859,공공(일반),전남,완도군,1993,,,완도군립도서관,146028,2060146022
860,공공(일반),전남,완도군,1999,,,금일공공도서관,146048,2060146023
861,공공(일반),전남,진도군,2014,,,진도철마도서관,146075,2060146038
862,공공(일반),전남,순천시,2010,,,순천시립해룡농어촌도서관,146069,2060146032
863,공공(일반),전남,순천시,1968,,,순천시립그림책도서관,146014,2060146007
864,공공(일반),전남,순천시,2012,,,순천시립삼산도서관,146120,2060146036
865,공공(일반),전남,구례군,2002,,,구례군매천도서관,146040,2060146013
866,공공(일반),전남,광양시,2005,,,전라남도광양평생교육관,146042,2050146005
867,공공(일반),전남,광양시,2007,,,광양시립중마도서관,146050,2060146011
868,공공(일반),전남,보성군,1990,,,벌교공공도서관,146013,2050146010
869,공공(일반),전남,보성군,1998,,,보성농어촌공공도서관,146037,2060146016
870,공공(일반),전남,고흥군,2010,,,고흥군립중앙도서관,146077,2060146034
871,공공(일반),전남,고흥군,2006,,,고흥군립북부도서관,146051,2060146015
872,공공(일반),전남,고흥군,1998,,불확실함,고흥군립도서관,146077,2060146014
873,공공(일반),전남,여수시,2008,,,전라남도학생교육문화회관,146059,2050146021
874,공공(일반),전남,여수시,1993,,,여수시립쌍봉도서관,146026,2060146004
875,공공(일반),전남,여수시,2005,,,여수시립율촌도서관,146045,2060146006
876,공공(일반),전남,영광군,1972,,,영광공공도서관,146016,2050146017
877,공공(일반),전남,영광군,1994,,,영광군립도서관,146027,2060146021
878,공공(일반),전남,함평군,1988,,,함평공공도서관,146021,2050146016
879,공공(일반),전남,장성군,1970,,,장성공공도서관,146018,2050146018
880,공공(일반),전남,장성군,2005,,,장성군립중앙도서관,146044,2060146028
881,공공(일반),전남,담양군,1990,,,담양공공도서관,146008,2050146006
882,공공(일반),전남,곡성군,1986,,,곡성교육문화회관,146003,2050146007
883,공공(일반),전남,구례군,1973,,,구례공공도서관,146005,2050146008
884,공공(일반),전남,광양시,1992,,,광양시립중앙도서관,146024,2060146010
885,공공(일반),전남,광양시,2018,,,광양용강도서관,146049,2060146044
886,공공(일반),전남,광양시,1992,,,광양공공도서관,146025,2050146004
887,공공(일반),전남,순천시,2010,,,순천시립조례호수도서관,146068,2060146031
888,공공(일반),전남,순천시,1998,,,순천시립도서관연향분관,146034,2060146008
889,공공(일반),전남,순천시,2019,,,순천만생태문화교육원,146180,2050146022
890,공공(일반),전남,순천시,2017,,,순천시립신대도서관,146175,2060146042
891,공공(일반),전남,순천시,2018,,,관옥나무도서관,146176,2030146001
892,공공(일반),전남,화순군,1973,,,화순공공도서관,146023,2050146011
893,공공(일반),전남,나주시,2015,,,빛가람시립도서관,146171,2060146041
894,공공(일반),전남,나주시,1973,,,나주공공도서관,146007,2050146002
895,공공(일반),전남,나주시,1997,,,나주시립도서관,146030,2060146009
896,공공(일반),전남,영암군,1987,,,영암공공도서관,146017,2050146014
898,공공(일반),전남,무안군,1990,,,무안공공도서관,146011,2050146015
899,공공(일반),전남,무안군,2012,,,전라남도립도서관,146126,2060146035
900,공공(일반),전남,목포시,1982,,,목포공공도서관,146010,2050146001
901,공공(일반),전남,목포시,2017,,,목포영어도서관,146173,2060146043
902,공공(일반),전남,목포시,1974,,,목포시립도서관,146009,2060146001
903,공공(일반),전남,신안군,1996,,,신안군립도서관,146032,2060146025
904,공공(일반),전남,신안군,2003,,,흑산자산문화도서관,146153,2060146026
905,공공(일반),전남,진도군,1972,,,진도공공도서관,146020,2050146019
906,공공(일반),전남,해남군,2002,,,해남군립도서관,146039,2060146027
907,공공(일반),전남,해남군,1984,,,해남공공도서관,146022,2050146013
908,공공(일반),전남,완도군,1996,,,완도노화도서관,146031,2060146024
909,공공(일반),전남,강진군,1965,,,강진군립도서관,146001,2060146017
910,공공(일반),전남,장흥군,1991,,,장흥공공도서관,146019,2050146012
911,공공(일반),전남,장흥군,2010,,,정남진도서관,146072,2060146033
912,공공(일반),전남,보성군,1985,,,보성공공도서관,146012,2050146009
913,공공(일반),전남,고흥군,1997,,,전라남도고흥평생교육관,146002,2050146020
914,공공(일반),전남,여수시,1998,,,여수시립소라도서관,146038,2060146005
915,공공(일반),전남,여수시,2020,,,여수이순신도서관,146179,2060146045
916,공공(일반),전남,여수시,2007,,,여수시립환경도서관,146052,2060146029
917,공공(일반),전남,여수시,1985,,,여수시립현암도서관,146015,2060146002
918,공공(일반),전남,여수시,1997,,,여수시립돌산도서관,146036,2060146003
919,공공(일반),경북,영주시,1988,,,경상북도교육청 영주선비도서관풍기분관,147024,2050147011
920,공공(일반),경북,영주시,1983,,,경상북도교육청 영주선비도서관,147032,2050147005
921,공공(일반),경북,봉화군,1976,,,경상북도교육청 봉화도서관,147007,2050147025
922,공공(일반),경북,울진군,1994,,,울진군죽변면도서관,147057,2060147024
923,공공(일반),경북,울진군,1974,,,경상북도교육청 울진도서관,147018,2050147026
924,공공(일반),경북,울진군,2010,,,울진남부도서관,147107,2060147030
925,공공(일반),경북,영덕군,1973,,,경상북도교육청 영덕도서관,147031,2050147019
926,공공(일반),경북,안동시,1992,,,경상북도교육청 안동도서관풍산분관,147039,2050147010
927,공공(일반),경북,안동시,1965,,,안동시립도서관,147030,2060147010
928,공공(일반),경북,예천군,1990,,,경상북도교육청 예천도서관,147015,2050147024
929,공공(일반),경북,예천군,2019,,,경북도서관,147168,2060147038
930,공공(일반),경북,문경시,1998,,,문경시립문희도서관,147047,2060147018
931,공공(일반),경북,문경시,2009,,,문경시립모전도서관,147080,2060147028
932,공공(일반),경북,문경시,1991,,,경상북도교육청 점촌도서관가은분관,147006,2050147014
933,공공(일반),경북,상주시,1987,,,경상북도교육청 상주도서관,147008,2050147003
934,공공(일반),경북,의성군,1973,,,경상북도교육청 의성도서관,147019,2050147016
935,공공(일반),경북,청송군,2009,,,청송군립진보공공도서관,147068,2060147027
936,공공(일반),경북,포항시,1990,,,경상북도교육청 영일도서관,147013,2050147004
937,공공(일반),경북,포항시,2010,,,경상북도교육청문화원,147105,2050147029
938,공공(일반),경북,포항시,2007,,,포항시립대잠도서관,147061,2060147025
939,공공(일반),경북,포항시,2007,,,포항시립포은중앙도서관,147059,2060147001
940,공공(일반),경북,경주시,2011,,,경주시립송화도서관,147120,2060147032
941,공공(일반),경북,경주시,1989,,,경주시립도서관,147025,2060147004
942,공공(일반),경북,경주시,1996,,,감포도서관,147042,2060147006
943,공공(일반),경북,청도군,1984,,,경상북도교육청 청도도서관,147021,2050147020
944,공공(일반),경북,경산시,2007,,,경산시립도서관,147001,2060147019
945,공공(일반),경북,경산시,1998,,,경상북도교육청정보센터,147046,2050147028
946,공공(일반),경북,경산시,2017,,,경산시립장산도서관,147165,2060147036
947,공공(일반),경북,영천시,1992,,,경상북도교육청 금호도서관,147014,2050147012
948,공공(일반),경북,군위군,1975,,,경상북도교육청 삼국유사군위도서관,147004,2050147015
949,공공(일반),경북,구미시,1986,,,경상북도교육청 구미도서관,147003,2050147001
950,공공(일반),경북,구미시,2011,,,구미시립상모정수도서관,147119,2060147031
951,공공(일반),경북,칠곡군,2013,,,북삼도서관,147127,2060147034
952,공공(일반),경북,칠곡군,2012,,,석적도서관,147134,2060147033
953,공공(일반),경북,성주군,1973,,,경상북도교육청 성주도서관,147009,2050147023
954,공공(일반),경북,성주군,1987,,,성주군청사도서관,147035,2060147023
955,공공(일반),경북,고령군,2018,,,고령군다산도서관,147167,2060147037
956,공공(일반),경북,고령군,1990,,,경상북도교육청 고령도서관,147002,2050147021
957,공공(일반),경북,울릉군,1974,,,경상북도교육청 울릉도서관,147017,2050147027
958,공공(일반),경북,경산시,1968,2018,,경산시립도서관,147001,2060147020
959,공공(일반),경북,군위군,1995,2009,,군위군립도서관,147043,2060147021
960,공공(일반),경북,칠곡군,2010,,,칠곡군립도서관,147075,2060147029
961,공공(일반),경북,칠곡군,1985,,,경상북도교육청 칠곡도서관,147023,2050147022
962,공공(일반),경북,구미시,2000,,,구미시립인동도서관,147051,2060147012
963,공공(일반),경북,구미시,2007,,,구미시립선산도서관,147029,2060147013
964,공공(일반),경북,구미시,2007,,,구미시립봉곡도서관,147062,2060147014
965,공공(일반),경북,구미시,1994,,,구미시립중앙도서관,147038,2060147011
966,공공(일반),경북,김천시,1971,2009,없음,경상북도립금릉공공도서관,147005,2050147009
967,공공(일반),경북,김천시,1963,,,김천시립도서관,147027,2060147009
968,공공(일반),경북,상주시,1992,,,경상북도교육청 상주도서관화령분관,147040,2050147013
969,공공(일반),경북,문경시,1997,,,문경시립중앙도서관,147045,2060147017
970,공공(일반),경북,문경시,1990,,,경상북도교육청 점촌도서관,147020,2050147006
971,공공(일반),경북,영주시,2004,,,영주시립도서관,147054,2060147015
972,공공(일반),경북,안동시,1991,,,경상북도교육청 안동도서관,147010,2050147002
973,공공(일반),경북,안동시,1977,,,경상북도교육청 안동도서관용상분관,147011,2050147007
974,공공(일반),경북,청송군,1990,,,경상북도교육청 청송도서관,147022,2050147017
975,공공(일반),경북,영양군,1973,,,경상북도교육청 영양도서관,147012,2050147018
976,공공(일반),경북,의성군,2001,,,의성군립도서관,147053,2060147022
977,공공(일반),경북,영천시,1985,,,영천시립도서관,147034,2060147016
978,공공(일반),경북,경주시,1953,,,경주시립중앙도서관,147026,2060147005
979,공공(일반),경북,경주시,1999,,,칠평도서관,147052,2060147008
980,공공(일반),경북,경주시,1988,,,경상북도교육청 외동도서관,147016,2050147008
981,공공(일반),경북,경주시,1996,,,단석도서관,147044,2060147007
982,공공(일반),경북,포항시 남구,2014,,,포항시립어린이영어도서관,147157,2060147035
983,공공(일반),경북,포항시 남구,1987,,,포항시립영암도서관,147037,2060147002
984,공공(일반),경북,포항시 남구,2009,,,동해석곡도서관,147073,2060147026
985,공공(일반),경북,포항시 남구,1999,,,포항시립오천도서관,147036,2060147003
986,공공(일반),경북,포항시 북구,2003,,,포항중앙도서관,147055,2030147001
987,공공(일반),경남,함양군,1963,,,경상남도교육청 함양도서관,148029,2050148022
988,공공(일반),경남,거창군,2006,,,거창군립한마음도서관,148046,2060148019
989,공공(일반),경남,거창군,1984,,,거창도서관,148002,2050148023
990,공공(일반),경남,합천군,1972,,,합천도서관,148030,2050148024
991,공공(일반),경남,창녕군,1972,,,창녕도서관,148024,2050148015
992,공공(일반),경남,창녕군,1993,,,경상남도교육청 남지도서관,148032,2050148016
993,공공(일반),경남,밀양시,1982,,,밀양시립도서관,148008,2060148006
994,공공(일반),경남,밀양시,2014,,,밀양시립영어도서관,148300,2060148032
995,공공(일반),경남,밀양시,1994,,,경상남도교육청 하남도서관,148036,2050148010
996,공공(일반),경남,밀양시,1973,,,밀양도서관,148007,2050148009
997,공공(일반),경남,양산시,1999,,,웅상도서관,148041,2060148017
998,공공(일반),경남,양산시,2011,,,양산시립도서관,148122,2060148027
999,공공(일반),경남,양산시,1992,,,양산도서관,148012,2050148017
1000,공공(일반),경남,김해시,1990,,,경상남도교육청 진영도서관,148021,2050148008
1001,공공(일반),경남,김해시,2009,,,진영한빛도서관,148084,2060148022
1002,공공(일반),경남,김해시,2019,,,경상남도교육청김해지혜의바다도서관,148312,2050148026
1003,공공(일반),경남,김해시,2008,,,화정글샘도서관,148054,2060148020
1004,공공(일반),경남,김해시,1985,,,김해도서관,148004,2050148007
1005,공공(일반),경남,김해시,2002,,,김해시립장유도서관,148042,2060148016
1006,공공(일반),경남,김해시,2018,,,김해율하도서관,148309,2060148039
1007,공공(일반),경남,창원시,2018,,,경남대표도서관,148308,2060148038
1008,공공(일반),경남,창원시,2012,,,명곡도서관,148237,2060148028
1009,공공(일반),경남,창원시,2018,,,경상남도교육청마산지혜의바다도서관,148310,2050148025
1010,공공(일반),경남,창원시,1954,,,마산도서관,148006,2050148002
1011,공공(일반),경남,창원시,2002,,,고향의봄도서관,148052,2060148002
1012,공공(일반),경남,창원시,1993,,,의창도서관,148035,2060148001
1013,공공(일반),경남,창원시,2010,,,성산도서관,148120,2060148024
1014,공공(일반),경남,창원시,1983,,,창원도서관,148025,2050148001
1015,공공(일반),경남,창원시,2006,,,동부도서관,148050,2060148008
1016,공공(일반),경남,창원시,1975,,,진해도서관,148023,2060148007
1017,공공(일반),경남,창원시,1993,,,진동도서관,148034,2050148003
1018,공공(일반),경남,함안군,2015,,,함안군립칠원도서관,148182,2060148036
1019,공공(일반),경남,함안군,1990,,,함안도서관,148028,2050148014
1020,공공(일반),경남,의령군,1974,,,의령도서관,148019,2050148013
1021,공공(일반),경남,산청군,1984,,,산청도서관,148010,2050148021
1022,공공(일반),경남,하동군,1985,,,하동도서관,148027,2050148020
1023,공공(일반),경남,남해군,1972,,,남해도서관,148005,2050148019
1024,공공(일반),경남,사천시,1991,,,사천도서관,148009,2050148006
1025,공공(일반),경남,사천시,1990,,,삼천포도서관,148011,2050148005
1026,공공(일반),경남,진주시,1998,,,진주시립서부도서관,148040,2060148005
1027,공공(일반),경남,진주시,1985,,,진주시립연암도서관,148022,2060148004
1028,공공(일반),경남,진주시,1992,,,진양도서관,148020,2050148011
1029,공공(일반),경남,고성군,1990,,,경상남도교육청 고성도서관,148003,2050148018
1030,공공(일반),경남,통영시,2010,,,통영시립도서관,148100,2060148026
1031,공공(일반),경남,통영시,1963,,,통영도서관,148026,2050148004
1032,공공(일반),경남,거제시,2017,,,거제시립하청도서관,148307,2060148037
1033,공공(일반),경남,거제시,1976,,,거제도서관,148001,2050148012
1034,공공(일반),경남,거제시,1994,,,거제시립장승포도서관,148033,2060148009
1035,공공(일반),경남,김해시,1999,,,김해칠암도서관,148039,2060148015
1036,공공(일반),경남,양산시,2014,,,양산영어도서관,148301,2060148034
1037,공공(일반),경남,창원시 마산회원구,1995,,,마산회원도서관,148013,2060148010
1038,공공(일반),경남,창원시 마산회원구,1997,,,마산회원도서관내서분관,148037,2060148011
1039,공공(일반),경남,창원시 마산회원구,2014,,,마산시립도서관중리초등학교복합시설도서관,148073,2060148033
1040,공공(일반),경남,창원시 마산합포구,2002,,,마산합포도서관,148043,2060148012
1041,공공(일반),경남,창녕군,2014,,,창녕군 영산도서관,148268,2060148031
1042,공공(일반),경남,고성군,2003,,,고성동부도서관,148053,2060148018
1043,공공(일반),경남,창원시 성산구,2002,,,상남도서관,148051,2060148003
1044,공공(일반),경남,통영시,2013,,,통영시립충무도서관,148238,2060148030
1045,공공(일반),경남,통영시,2001,,,통영시립욕지도서관,148044,2060148014
1046,공공(일반),경남,통영시,1997,,,통영시립산양도서관,148038,2060148013
1047,공공(일반),경남,거제시,2015,,,거제시립수양도서관,148302,2060148035
1048,공공(일반),경남,거제시,2010,,,거제시립옥포도서관,148089,2060148025
1049,공공(일반),경남,거제시,2012,,,거제시립장평도서관,148184,2060148029
1050,공공(일반),경남,남해군,2009,,,남해화전도서관,148055,2060148021
1051,공공(일반),제주,제주시,2002,,,한경도서관,149016,2060149009
1052,공공(일반),제주,제주시,1997,,,애월도서관,149011,2060149007
1053,공공(일반),제주,제주시,1989,,,탐라도서관,149005,2060149002
1054,공공(일반),제주,제주시,2008,,,한라도서관,149023,2060149013
1055,공공(일반),제주,제주시,1957,,,제주도서관,149004,2050149001
1056,공공(일반),제주,제주시,1999,,,조천읍도서관,149014,2060149008
1057,공공(일반),제주,제주시,1995,,,동녘도서관,149009,2050149004
1058,공공(일반),제주,서귀포시,2006,,,서귀포시서부도서관,149017,2060149006
1059,공공(일반),제주,서귀포시,1964,,,서귀포도서관,149001,2050149006
1060,공공(일반),제주,서귀포시,2000,,,서귀포시동부도서관,149013,2060149005
1061,공공(일반),제주,서귀포시,1998,,,성산일출도서관,149012,2060149010
1062,공공(일반),제주,제주시,1984,,,제주시우당도서관,149006,2060149001
1063,공공(일반),제주,제주시,1990,,,한수풀도서관,149007,2050149003
1064,공공(일반),제주,서귀포시,2003,2009,,이어도책사랑도서관,149020,2030149001
1065,공공(일반),제주,서귀포시,1994,,,서귀포시중앙도서관,149008,2060149003
1066,공공(일반),제주,서귀포시,1986,,,서귀포시삼매봉도서관,149002,2060149004
1067,공공(일반),제주,서귀포시,2002,,,표선도서관,149018,2060149012
1068,공공(일반),제주,서귀포시,2001,,,안덕산방도서관,149015,2060149011
1069,공공(일반),제주,서귀포시,1990,,,송악도서관,149003,2050149002
1070,공공(일반),제주,서귀포시,1996,,,제남도서관,149010,2050149005
1071,공공(어린이),서울,강북구,2017,,,삼각산어린이도서관,111465,2060811022
1072,공공(어린이),서울,도봉구,2015,,,도봉기적의도서관,111457,2060811017
1073,공공(어린이),서울,도봉구,2008,,,도봉아이나라도서관,111189,2060111045
1074,공공(어린이),서울,노원구,2003,,,노원어린이도서관,111047,2060811001
1075,공공(어린이),서울,노원구,2018,,,월계어린이도서관,111484,2060811025
1076,공공(어린이),서울,성북구,2017,,,아리랑어린이도서관,111468,2060811023
1077,공공(어린이),서울,종로구,1979,,,서울시교육청어린이도서관,111017,2050811001
1079,공공(어린이),서울,중구,2020,,,손기정어린이도서관,111498,2060811026
1080,공공(어린이),서울,송파구,2015,,,송파어린이영어작은도서관,111259,2060811019
1081,공공(어린이),서울,강남구,2017,,,강남못골한옥어린이도서관,111474,2060811021
1082,공공(어린이),서울,서초구,2005,2017,,서초어린이도서관,111074,2060811002
1083,공공(어린이),서울,동작구,2008,,,동작어린이도서관,111102,2060111043
1084,공공(어린이),서울,강서구,2008,,,강서꿈꾸는어린이도서관,111098,2060811005
1085,공공(어린이),서울,구로구,2011,,,글마루한옥어린이도서관,111235,2060811013
1086,공공(어린이),서울,구로구,2017,,,궁동어린이도서관,111471,2060811020
1087,공공(어린이),서울,구로구,2010,,,구로개봉어린이도서관,111214,2060811009
1088,공공(어린이),서울,중구,2011,,,남산타운문화체육센터 어린이도서관,111180,2060811012
1089,공공(어린이),서울,서대문구,2010,,,남가좌새롬어린이도서관,111179,2060811008
1090,공공(어린이),서울,마포구,2017,,,마포푸르메어린이도서관,111462,2060811024
1091,공공(어린이),서울,동대문구,2014,,,휘경어린이도서관,111446,2060811015
1092,공공(어린이),서울,중랑구,2012,,,중랑숲어린이도서관,111311,2060811014
1093,공공(어린이),서울,도봉구,2011,,,무수골도서관,111208,2060811010
1094,공공(어린이),서울,도봉구,2015,,,둘리어린이도서관,111454,2060811018
1095,공공(어린이),서울,성북구,2009,,,해오름도서관,141232,2060811007
1096,공공(어린이),서울,성북구,2011,,,종암동새날어린이도서관,111188,2060811011
1097,공공(어린이),서울,서초구,2006,2008,,서초어린이책마을,111079,2060811004
1098,공공(어린이),서울,송파구,2009,,,송파어린이도서관,111117,2060811006
1099,공공(어린이),서울,동작구,2014,,,대방어린이도서관,111443,2060811016
1100,공공(어린이),서울,강서구,2007,,,강서길꽃어린이도서관,111067,2060811003
1101,공공(어린이),부산,강서구,2018,,,부산강서기적의도서관,126156,2060821005
1102,공공(어린이),부산,동구,2019,,,동구어린이영어도서관,126158,2060821006
1103,공공(어린이),부산,영도구,2009,,,부산영도어린이영어도서관,126015,2060821002
1104,공공(어린이),부산,해운대구,2006,,,부산재송어린이도서관,126008,2060821001
1105,공공(어린이),부산,부산진구,2016,,,부산진구어린이청소년도서관,126147,2060821003
